question_id,question,correct_answer,devstral,nemotron-nano,mistral-675b,ministral-14b,gemma-3-27b-it,gemma-3-4B-T1-it,gemma-3-4b-it,phi-4,gemma-3-taide-12b-chat,llama-3.2-3B-f1-instruct,gpt-oss-20b-mandarin-thinking,gpt-oss-120b-mandarin-thinking,Llama-3.1-Taiwan-8B-Instruct,Llama-3-Taiwan-70B-Instruct,Llama-Breeze2-8B-Instruct,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,Llama-3.3-70B-Instruct,Gemma-3-12b-it
778,"下列針對炭疽桿菌（Bacillus anthracis）的敘述，何者正確？
A: 很少引發肺炎
B: 多醣體莢膜是一重要的毒力因子
C: 腸胃型炭疽病會造成上吐下瀉，致死率極低
D: 皮膚型炭疽病的致死率最高",A,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
779,"下列何者收縮可伸展肘關節（elbow joint）？
A: 喙肱肌（coracobrachialis）
B: 肱三頭肌（triceps brachii）
C: 肱橈肌（brachioradialis）
D: 肱二頭肌（biceps brachii）",B,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
780,"70歲女性，心臟超音波檢查發現二尖瓣出現鈣化的現象，心臟科醫師認為與退化有關，下列有關此病變的敘述何者錯誤？
A: 引起血栓（thrombus）的機會增加
B: 通常沒有瓣膜功能的異常
C: 感染性心內膜炎（infectious endocarditis）的風險增加
D: 鈣化最容易出現在二尖瓣連合處（commissure of mitral valve）",D,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
781,"下列病毒感染與其所引起疾病之配對關係，何者錯誤？
A: 單純疱疹病毒（Herpes simplex）感染會引起帶狀疱疹（Shingles）
B: EB 病毒（Epstein-Barr virus, EBV）感染會引起傳染性單核白血球增多症（Infectious mononucleosis）
C: 微小病毒 B19（Parvovirus B19）感染會引起傳染性紅斑（Erythema infectiosum）
D: JC 病毒（JC virus）感染會引起進行性多灶部腦白質病變（Progressive multifocal leukoencephalopathy）",A,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
782,"下列何種第一類抗心律不整藥物對鈉離子通道的抑制作用最強？
A: IA：quinidine
B: IB：lidocaine
C: IA：disopyramide
D: IC：flecainide",B,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
783,"界嵴（crista terminalis）位於下列何處？
A: 右心房
B: 右心室
C: 左心室
D: 左心房",A,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
784,"慢性B型肝炎的肝臟切片組織常見到毛玻璃樣肝細胞（ground glass hepatocytes），這種特殊型態細胞是因下列何種物質堆積在肝細胞質內？
A: B型肝炎核心抗原（hepatitis B core antigen, HBcAg）
B: B型肝炎表面抗原（hepatitis B surface antigen, HBsAg）
C: 抗B型肝炎核心抗原抗體（anti-hepatitis B core antibody）
D: 抗B型肝炎表面抗原抗體（anti-hepatitis B surface antibody）",B,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
785,"下列有關鼻甲（nasal conchae）的敘述，何者錯誤？
A: 下鼻甲的形狀像扁平的盾牌（shield-like）
B: 左右鼻腔各有上鼻甲、中鼻甲、下鼻甲
C: 上鼻甲和中鼻甲是篩骨（ethmoid bone）的延伸
D: 鼻甲上覆蓋的黏膜具有過濾和濕潤空氣的作用",A,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
786,"下列何者可產生表面活性劑（surfactant）？
A: 氣管的上皮細胞
B: 結締組織
C: 黏膜細胞
D: 第二型肺泡細胞",D,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
787,"聲靭帶（vocal ligament）的主要組成纖維屬於：
A: 膠原（collagenous）纖維
B: 網狀（reticular）纖維
C: 肌肉（muscle）纖維
D: 彈性（elastic）纖維",D,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
788,"神經退化性疾病（neurodegenerative diseases）的共同病理表徵是蛋白質異常堆積（protein aggregates），下列疾病與蛋白質堆積的配對，何者錯誤？
A: Frontotemporal lobar dementia；TDP-43
B: Parkinson disease ；α-synuclein
C: Alzheimer disease；Aβ
D: Amyotrophic lateral sclerosis；Tau",D,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
789,"下列有關非何杰金氏淋巴癌（non-Hodgkin lymphoma）的腫瘤細胞來源，何者正確？
A: 蕈狀肉芽腫（mycosis fungoides）主要被歸類為記憶B細胞（memory B lymphocyte）
B: Burkitt氏淋巴癌主要被歸類為純真B細胞（naive B cell）
C: 成人型T細胞白血病／淋巴瘤（adult T cell leukemia/lymphoma）主要被歸類為自然殺手T細胞（natural killer T lymphocyte）
D: 異生性大細胞淋巴瘤（anaplastic large cell lymphoma）主要被歸類為毒殺型T細胞（cytotoxic T lymphocyte）",D,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
790,"下列關於胸管（thoracic duct）的敘述，何者錯誤？
A: 最後與左鎖骨下靜脈（left subclavian vein）連接，使淋巴液回到靜脈系統
B: 胸管位於胸椎椎體（vertebral body）的前方與奇靜脈（azygos vein）伴行
C: 人體內大約四分之三的淋巴液都經由胸管匯集
D: 胸管在連接靜脈時會膨大形成乳糜池（cisterna chyli）的構造",D,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
791,"下列何者介於蝶骨的小翼與大翼之間？
A: 卵圓孔（foramen ovale）
B: 圓孔（foramen rotundum）
C: 棘孔（foramen spinosum）
D: 眶上裂（superior orbital fissure）",D,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
792,"下列何者藉由小腸絨毛吸收後，進入淋巴系統？
A: 維生素B群
B: 葡萄糖
C: 胺基酸
D: 脂肪酸",D,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
793,"下列那一段腎小管對醛固酮的作用有反應？
A: 亨利氏彎管（loop of Henle）上升枝
B: 近曲小管（proximal tubule）
C: 皮質區集尿管（cortical collecting duct）
D: 亨利氏彎管（loop of Henle）下降枝",C,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
794,"關於前臂骨骼的敘述，下列何者正確？
A: 橈骨頭（head of radius）位於橈骨的遠端
B: 尺骨的橈骨切迹（radial notch）與橈骨粗隆（radial tuberosity）相關節
C: 橈骨的尺骨切迹（ulnar notch）與尺骨的莖突（styloid process）相關節
D: 尺骨頭（head of ulna）位於尺骨的遠端",D,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
795,"下列何者不是 physostigmine 的作用？
A: 膀胱逼尿肌收縮
B: 瞳孔放大
C: 心跳減速
D: 血壓下降",B,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
796,"小結節性肝硬化（micronodular cirrhosis）是指其結節的直徑小於多少mm而言？
A: 8
B: 3
C: 5
D: 10",B,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
797,"下列何種擬副交感神經藥物對尼古丁受體的影響最不明顯？
A: methacholine
B: acetylcholine
C: carbachol
D: bethanechol",D,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
798,"下列何種胃部疾病與幽門桿菌（Helicobacter pylori）的感染有關？①胃消化性潰瘍（gastric peptic ulcer） ② 胃神經內分泌腫瘤（gastric neuroendocrine tumor） ③胃黏膜相關淋巴組織淋巴瘤（gastric mucosa-associated lymphoid tissue lymphoma） ④胃腸基質腫瘤（gastrointestinal stromal tumor） ⑤胃息肉（gastric polyp）
A: ①②
B: ③④
C: ②⑤
D: ①③",D,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
799,"有關腦梗塞之敘述，下列何者錯誤？
A: 12小時後出現紅色神經元
B: 栓塞為最常見之原因
C: 出血性梗塞以血栓溶解劑（thrombolytic agents）治療為主
D: 從第10天至第3週組織出現液化",C,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
800,"下列何者不是潰瘍性結腸炎（ulcerative colitis）的臨床病理特徵？
A: 易產生肉芽腫
B: 是一種連續性病變
C: 是發生大腸癌的危險因子
D: 通常僅侷限於黏膜層和黏膜下層",A,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
801,"有關治療肺結核藥物 isoniazid 的藥理作用相關敘述，下列何者錯誤？
A: 干擾分枝桿菌蛋白質生合成
B: 可能的副作用為肝毒性與周邊神經病變
C: 為第一線肺結核治療的四藥策略之一（four-drug regimen）
D: 主要藉由肝臟代謝",A,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
802,"若將膽固醇添加到細胞分離之細胞膜中，數小時後，膽固醇將：
A: 僅與細胞膜內蛋白質結合
B: 將固著於細胞膜上之磷脂質
C: 不與細胞膜上磷脂質結合
D: 在脂質雙層膜中自由移動",D,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
803,"強化化學物致癌有關的促進劑（promoter），下列何者錯誤？
A: 正常細胞只接觸促進劑的作用不會致癌
B: 促進劑造成之改變是可逆的
C: 促進劑會促使起始細胞發生不正常的增生
D: 促進劑會改變細胞的基因",D,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
804,"下列有關骨發育不全（osteogenesis imperfecta）的敘述，何者錯誤？
A: 體染色體顯性的方式遺傳
B: 是一系列輕重不一的疾病，但都以異常膠原合成導致脆弱骨質為共同特徵
C: 以第二型膠原異常為特色
D: 會有多重骨折",C,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
805,"由於發炎導致組織表面壞死，稱為：
A: 潰瘍（ulcer）
B: 蟹足腫（keloid）
C: 膿瘍（abscess）
D: 肉芽腫（granuloma）",A,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
806,"下列何者是引起接觸性皮膚炎（contact dermatitis）的免疫機轉？
A: 第四型過敏反應
B: 第三型過敏反應
C: 第二型過敏反應
D: 第一型過敏反應",A,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
807,"Beta 腎上腺素受體拮抗劑用於治療心絞痛的藥理作用，不包括下列何者？
A: 不適合用於變異性心絞痛（variant angina），可能加重該症狀
B: 降低心肌收縮力及心跳速率，而減少心肌氧氣需求量
C: 縮短心臟射血時間，減少心肌耗氧
D: 延長舒張灌流時間，增加心內膜下缺血區之供氧",C,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
808,"假設有一個疾病為顯性遺傳病，得病者父母親中，其中有一位有病，另一位則無。這種疾病每位子女遺傳的機率 1/2，一個有 2 個小孩的家庭，兩個小孩皆得病的機率為何？
A: 1/4
B: 0
C: 1/8
D: 1/2",A,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
809,"下列那個腦區病變會造成表達性失語症（expressive aphasia）？
A: 額葉（frontal lobe）的布洛卡區（Broca’s area）
B: 顳葉（temporal lobe）的布洛卡區（Broca’s area）
C: 顳葉（temporal lobe）的渥尼克區（Wernicke’s area）
D: 額葉（frontal lobe）的渥尼克區（Wernicke’s area）",A,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
810,"關於胰臟（pancreas）的敘述，下列何者錯誤？
A: 胰臟主要接受腸繫膜下動脈（inferior mesenteric artery）的血液
B: 具有外、內分泌功能的腺體
C: 主胰管（main pancreatic duct）連結膽管而形成肝胰壺腹，並於十二指腸大乳頭處注入十二指腸
D: 位於胃之後，從十二指腸往左延伸，位於脾臟右方",A,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
811,"下列何者是濾泡性淋巴瘤（follicular lymphoma）最常見到的染色體變化？
A: t（14,18）
B: t（15,17）
C: t（11,22）
D: t（4,11）",A,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
812,"中樞神經的那兩個部位，是衍生自胚胎的後腦（metencephalon）？
A: 橋腦（pons）、延腦（medulla oblongata）
B: 橋腦（pons）、小腦（cerebellum)
C: 小腦（cerebellum）、延腦（medulla oblongata）
D: 延腦（medulla oblongata）、脊髓（spinal cord）",B,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
813,"有關 Wilms’腫瘤（Wilms’ Tumor）之敘述，下列何者錯誤？
A: 有一些先天性畸形，例如 WAGR 症候群為 Wilms’腫瘤的危險因子
B: 病理變化常會出現 Homer-Wright 偽花瓣型無中央管腔構造（pseudorosette）
C: 又名腎母細胞瘤（nephroblastoma）
D: 是兒童最常見的原發腎臟腫瘤",B,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
814,"導致原始心管（primitive heart tube）彎曲移位成具四個腔室的心臟雛型，為心球（bulbus cordis）和原始心室（primitive ventricle）迅速發育的影響。即時回傳的影像顯示微型小艇位在腎錐體（renal pyramid）中，表示小艇最可能在下列何血管中？
A: 弓狀動脈（arcuate artery）
B: 直血管（vasa recta）
C: 絲球體（glomerulus）
D: 葉間動脈（interlobar artery）",B,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
815,"關於原發性硬化性膽管炎（primary sclerosing cholangitis），下列敘述何者錯誤？
A: 發生於女性較男性多，會出現疲勞，搔癢和黃疸
B: 與HLA-B8相關
C: 常伴隨炎症性腸病（inflammatory bowel disease）
D: 肝內及肝外膽管會有閉塞性纖維化（obliterative fibrosis）和節段性擴張（segmental dilatation）",A,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
816,"Methadone可用於鴉片類藥物成癮的治療，關於該藥物的藥理特性，下列敘述何者正確？
A: 沒有成癮性
B: 不會產生戒斷症狀
C: 為鴉片類受體的拮抗劑
D: 可以經由口服投與",D,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
817,"心肌細胞興奮時會增加細胞質中鈣離子的濃度，下列敘述何者正確？
A: 從細胞外流入的鈣離子量等於從粒線體釋放的量
B: 從細胞外流入的鈣離子量等於從肌漿網釋放的量
C: 從細胞外流入的鈣離子量大於從肌漿網釋放的量
D: 從細胞外流入的鈣離子量小於從肌漿網釋放的量",D,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
818,"下列兩個生理現象的比較，何者正確？①以聲波刺激內耳之毛細胞引起聽覺 ②以光線刺激視網膜之桿細胞引起視覺
A: 毛細胞發生動作電位，桿細胞則不發生動作電位
B: 桿細胞發生動作電位，毛細胞則不發生動作電位
C: 兩者皆不發生動作電位
D: 兩者皆發生動作電位",C,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
819,"供應臀部的血液，主要源自何處？
A: 髂內動脈（internal iliac artery）
B: 股動脈（femoral artery）
C: 陰部內動脈（internal pudendal artery）
D: 髂外動脈（external iliac artery）",A,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
820,"下列何種情況最不可能刺激皮質醇分泌？
A: 感染
B: 壓力
C: 低血糖
D: 午夜",D,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
821,"有關抗生素 amoxicillin 之敘述，下列何者錯誤？
A: 干擾細菌細胞壁生合成
B: 禁止與 β-lactamase 抑制劑（clavulanate）併用
C: 常見的副作用為腹瀉
D: 屬於 β-lactam 結構，具殺死細菌（bactericidal）效果",B,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
822,"Flecainide 可用於治療具威脅生命之心室心律不整，但也容易引發致命的心律不整，主要原因為何？
A: 過度抑制鈉離子管道，導致心傳導過慢
B: 過度抑制鉀離子管道，導致心室期外收縮
C: 過度抑制鈉鈣離子交換，導致心室期外收縮
D: 過度抑制鈣離子管道，導致房室傳導阻斷（A-V block）",A,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
823,"正常情形下，心搏週期（cardiac cycle）中的心室舒張期（diastole），不會出現下列那一個現象？
A: 心室充血（ventricular filling）
B: 房室瓣（atrioventricular valves）開啟
C: 半月瓣（semilunar valves）開啟
D: 心房收縮（atrial contraction）",C,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
824,"乳癌的病人，手術切除乳房後常引起同側手臂水腫，其機轉為何？
A: 血管通透性增高
B: 血漿滲透壓下降
C: 血管內靜水壓增高
D: 淋巴管阻塞",D,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
825,"小兒麻痺病毒（polio virus）所引起的小兒麻痺曾經使人類引以為懼，但自有了疫苗後，對人類的威脅大為減低，對這二個疫苗，下列敘述何者正確？
A: 沙克（Salk）是減毒活性疫苗，沙賓（Sabin）是去活化疫苗
B: 沙克（Salk）疫苗是口服，沙賓（Sabin）疫苗是注射
C: 沙克（Salk）疫苗是注射，沙賓（Sabin）疫苗是口服
D: 沙克（Salk）疫苗與沙賓（Sabin）疫苗均為口服",C,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
826,"下列何種病灶的顯微變化與微血管性血管瘤相似，有大量的微血管增生？
A: 血管球瘤（glomus tumor）
B: 囊性水瘤（cystic hygroma）
C: 蜘蛛網血管擴張症（spider telangiectasia）
D: 化膿性肉芽腫（pyogenic granuloma）",D,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
827,"長期蛋白尿造成循環系統內白蛋白（albumin）流失的病患，久坐不動會產生下肢組織水腫的最主要原因為何？
A: 微血管區段滲透壓（capillary colloid osmotic pressure）下降
B: 組織間隙滲透壓（interstitial colloid osmotic pressure）下降
C: 微血管屏障（capillary barrier）通透性下降
D: 周邊靜脈血管區段（peripheral venous compartment）壓力增加",A,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
828,"有關藥物併用的敘述，下列何者錯誤？
A: 抗生素與口服避孕藥一起使用時，可能降低避孕藥的避孕效果
B: 臨床上常併用 amoxicillin 與 carbapenem，以避免 amoxicillin 被 β-lactamase 分解
C: penicillins 與 aminoglycosides 併用具有協同作用（synergistic effect）
D: aminoglycosides 與 loop diuretics 併用時，會增加病人聽覺損傷的機率",B,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
829,"下列關於calcium channel blockers（CCBs）之作用機制及治療用途的敘述，何者錯誤？
A: amlodipine較不會抑制心臟收縮力，可用於有高血壓之心衰竭病人
B: verapamil及diltiazem對抑制心臟收縮力效價強，嚴重心衰竭病人應避免使用
C: verapamil可用於患有高血壓及上心室心律不整之心絞痛病人
D: nifedipine若屬於immediate-release 劑型，適用於有高血壓之冠心症病人",D,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
830,"鴉片類止痛劑（opioid analgesics）除了止痛作用外，下列何者也是其臨床適應症？
A: 急性呼吸窘迫症候群（acute respiratory distress syndrome）
B: 便秘（constipation）
C: 嘔吐（vomiting）
D: 咳嗽（cough）",D,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
831,"為適應高海拔環境，初期人體會有何種生理調節反應？
A: 肺動脈血管擴張
B: 血比容（hematocrit）減少
C: 通氣量減少
D: 心搏輸出量增加",D,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832,"動情素在臨床上用來治療攝護腺癌，是因為下列何種藥理作用？
A: 具有拮抗雄性素的作用
B: 可以增加腎素（renin）的分泌
C: 可以經由腎臟代謝產生代謝物，而抑制攝護腺癌生長
D: 可以和攝護腺癌細胞的動情素受體結合，而調控基因表現",A,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
833,"下列何者的小動脈收縮調控主要是屬於自動調節（autoregulation）之方式？
A: 皮膚
B: 肺臟
C: 心臟
D: 大腦",D,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
834,"有關胰泌素（secretin）之敘述，下列何者錯誤？
A: 存在於胰液中
B: 可以刺激胰臟分泌碳酸氫根離子
C: 其受體是存在於胰臟的外分泌細胞上
D: 屬於一種激素",A,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
835,"下列有關食物經消化分解吸收後的葡萄糖（glucose）敘述，何者正確？
A: 葡萄糖進入肌肉被轉化成為胺基酸
B: 此時只有大腦把葡萄糖做為能量主要來源
C: 葡萄糖進入肝臟可被轉化成為脂肪
D: 此時葡萄糖無法像脂肪酸被脂肪組織吸收",C,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
836,"下列那兩種特殊感覺（special senses）的功能區主要位於顳葉（temporal lobe）？
A: 嗅覺（olfaction）、味覺（gustation）
B: 視覺（vision）、味覺（gustation）
C: 聽覺（hearing）、嗅覺（olfaction）
D: 視覺（vision）、聽覺（hearing）",C,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
837,"下列何者穿過橫膈的中央腱（central tendon）？
A: 下腔靜脈
B: 食道
C: 主動脈
D: 迷走神經",A,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
838,"服用強心配醣體藥物digoxin後，心肌細胞不會出現下列何種藥理機制？
A: 細胞之內質網會釋出鈣離子
B: 細胞內蓄積過多鉀離子
C: 細胞膜上鈉鉀幫浦（sodium-potassium pump）受抑制
D: 細胞外鈣離子會流入細胞內",B,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
839,"腎臟對水的再吸收與下列何種離子最為相關？
A: 鉀離子
B: 鈉離子
C: 氫離子
D: 磷離子",B,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
840,"收縮壓（systolic pressure）為120 mmHg，舒張壓（diastolic pressure）為90 mmHg，平均動脈壓（mean arterial pressure）最接近下列何值（mmHg）？
A: 100
B: 120
C: 130
D: 110",A,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
841,"在非饑餓狀態下的後吸收期（postabsorptive period），下列何種細胞以血糖當作能量唯一來源？
A: 肌肉細胞（muscle cell）
B: 肝臟細胞（hepatocyte）
C: 神經細胞（neuron）
D: 心肌細胞（cardiomyocyte）",C,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
842,"下列何種生物細胞之細胞膜不含固醇（sterols）？
A: 黴菌（Fungus）
B: 哺乳類動物
C: 肺炎黴漿菌（Mycoplasma pneumoniae）
D: 結核分枝桿菌（Mycobacterium tuberculosis）",D,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
843,"若血壓維持不變，血管半徑變為原來的兩倍，此時流經此條血管的血流量將變為：
A: 8倍
B: 4倍
C: 16 倍
D: 2倍",C,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
